X,Y,NAME,WEB_URL,RELIGION,ADDRESS,PLACE_OF_WORSHIP,IS_PLACE_OF_WORSHIP,MAR_ID,GIS_ID,XCOORD,YCOORD,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID
-8573152.70124665,4713449.53574606,VICTORY CHURCH OF JESUS CHRIST,VICTORYONTHEHILL.COM,CHRISTIAN,4210 2ND ST NW,CHURCHES,1,,PlacesofWorshipPt_405,398791.62,141630.92,,{77ED41EE-594B-433E-910B-79036123A34E},,,145
-8573187.15060618,4713433.5429182,ST MARY ORTHODOX CHURCH,,CHRISTIAN,211 UPSHUR ST NW,CHURCHES,1,,PlacesofWorshipPt_560,398764.79,141618.52,,{A4D4F6BA-5F97-43C3-986C-341FB357D464},,,146
-8581765.0540438,4713416.88198972,ARABIC BAPTIST CHURCH,ABCDC.ORG,CHRISTIAN,4605 MASSACHUSETTS AVE NW,CHURCHES,1,,PlacesofWorshipPt_434,392084.57,141609.46,,{4FE6E4C3-68F3-4045-AEC5-5AED39A715F0},,,147
-8581765.0540438,4713416.88198972,NORTHWEST BAPTIST CHURCH,NWBCDC.COM,CHRISTIAN,4605 MASSACHUSETTS AVE NW,CHURCHES,1,,PlacesofWorshipPt_417,392084.57,141609.46,,{09CBB5EF-4BAE-432A-B16D-8E7D99B0D76A},,,148
-8574358.89034534,4713409.73569344,Praise Temple Church Of Christ,,CHRISTIAN,4211 9TH STREET NW,CHURCHES,1,284852,PlacesofWorshipPt_670,397852.27,141600.25,,{3E6BDA5E-61AC-42B0-B618-52A89E0E5756},,,149
-8574285.57761495,4713395.87986952,CHRIST OUR REDEEMER AFRICAN METHODIST EPISCOPAL CHURCH,,CHRISTIAN,809 UPSHUR STREET NORTHWEST,CHURCHES,1,,PlacesofWorshipPt_751,397909.375,141589.484375,,{CFE5357C-3701-42D7-A0DB-F584C5BFFD71},,,150
-8570933.45657745,4713391.43329119,DIVINE WORD HOUSE,,CHRISTIAN,832 VARNUM ST NE,CHURCHES,1,,PlacesofWorshipPt_207,400519.9,141585.78,,{E305234D-5A20-49BA-BB20-1DE2633CDD95},,,151
-8580616.66306549,4713383.79059603,NATIONAL PRESBYTERIAN CHURCH,NATIONALPRES.ORG,CHRISTIAN,4101 NEBRASKA AVE NW,CHURCHES,1,,PlacesofWorshipPt_416,392978.88,141582.95,,{3EB25C47-C440-4828-AEC7-EDD09DF383A2},,,152
-8575782.40496223,4713384.95706233,UNIFICATION CHURCH,,CHRISTIAN,1611 UPSHUR ST NW,CHURCHES,1,,PlacesofWorshipPt_576,396743.67,141581.41,,{6BD24501-9DC0-4315-807C-37EE86D971B0},,,153
-8570974.87342798,4713301.2364069,RELIGIOUS THE SACRED HEART,,CHRISTIAN,821 VARNUM ST NE,CHURCHES,1,,PlacesofWorshipPt_348,400487.65,141515.82,,{AF134BAD-94BB-4CBC-8D79-5F7385FF9653},,,154
-8570092.05743046,4713292.2214046,OLD WAY BAPTIST CHURCH,,CHRISTIAN,1335 MICHIGAN AVE NE,CHURCHES,1,,PlacesofWorshipPt_236,401175.17,141508.9,,{D51F9317-EF2F-4DAC-8DAB-A1063DDA01BD},,,155
-8571203.02587152,4713286.84651596,TRANSFORMATION CHURCH DC INC,,CHRISTIAN,4323 VARNUM PL NE,CHURCHES,1,,PlacesofWorshipPt_562,400309.97,141504.65,,{FB842D13-C0D3-4128-9373-20387E3A6F2A},,,156
-8573654.90416112,4713255.80596193,DEBRE HAIL KEDUS GABRIEL,KEDUSGABRIEL.ORG,CHRISTIAN,4100 ILLINOIS AVE NW,CHURCHES,1,,PlacesofWorshipPt_493,398400.49,141480.73,,{670F0AE4-C2C7-4310-8909-3CABA7BBA5FA},,,157
-8573654.90416112,4713255.80596193,KEDUS YOHANNES METEMIK,,CHRISTIAN,4100 ILLINOIS AVE NW,CHURCHES,1,,PlacesofWorshipPt_588,398400.49,141480.73,,{EA34C0C6-123B-4729-ABA4-760F103BD8D4},,,158
-8574354.0177412,4713244.88723591,CENTRO EVANGELISTICO,CENTROEVANGELISTICODC.ORG,CHRISTIAN,4101 9TH ST NW,CHURCHES,1,,PlacesofWorshipPt_479,397856.03,141472.39,,{F49E4179-2EE8-4F3B-B5F7-2FAD0C7176A2},,,159
-8575707.94903181,4713243.74500653,NORTHWEST COMMUNITY CHURCH,,CHRISTIAN,4100 16TH ST NW,CHURCHES,1,,PlacesofWorshipPt_394,396801.61,141471.86,,{A0123EE6-ED86-453A-ABAB-A4ADAEF75DDA},,,160
-8569619.76824456,4713222.35070699,MICHIGAN PARK CHRISTIAN CHURCH,MICHIGANPARKCC.COM,CHRISTIAN,1600 TAYLOR ST NE,CHURCHES,1,,PlacesofWorshipPt_319,401542.99,141454.77,,{63FAE453-5ECB-4B0C-8E3C-339338B87BAE},,,161
-8570326.98660162,4713208.14045262,REDEEMER CITY CHURCH OF FL INC,,CHRISTIAN,4200 13TH ST NE,CHURCHES,1,,PlacesofWorshipPt_597,400992.22,141443.66,,{0853177F-08AA-49AD-AF46-F6FCDAFEE18C},,,162
-8581029.28398995,4713130.84253445,TEMPLE BAPTIST CHURCH,TEMPLE-BAPTIST.COM,CHRISTIAN,3850 NEBRASKA AVE NW,CHURCHES,1,,PlacesofWorshipPt_452,392657.36,141387.05,,{766DA65C-0AE8-4EF4-8370-640B4D7BAC6F},,,163
-8572043.82095966,4713135.16029654,ST JOSAPHAT'S UKRAINIAN SMNRY,SJUCS.ORG,CHRISTIAN,201 TAYLOR ST NE,CHURCHES,1,,PlacesofWorshipPt_234,399655.17,141387,,{6CB4188B-1530-4013-B080-37245946F85A},,,164
-8575809.22897816,4713104.21619883,RUSSIAN ORTHODOX CHURCH,STJOHNDC.ORG,CHRISTIAN,4001 17TH ST NW,CHURCHES,1,,PlacesofWorshipPt_491,396722.69,141363.67,,{28D92629-64B6-4391-A9A6-B0501624083D},,,165
-8575214.83559571,4713067.01844101,Iglesia Primitiva Pentecostal,,CHRISTIAN,4001 14TH STREET NW,CHURCHES,1,255304,PlacesofWorshipPt_677,397185.59,141334.64,,{C3A7D3F1-EDE5-4D09-9E4A-B1038F82BB85},,,166
-8574931.5391394,4713065.001247,NEW CHRIST HOLY TEMPLE FWB,HTCONLINE.ORG,CHRISTIAN,4000 13TH ST NW,CHURCHES,1,,PlacesofWorshipPt_563,397406.22,141333,,{F736B69D-8CF7-42CE-9525-53B50696FC4A},,,167
-8581573.18055193,4713055.10519375,UNITED METHODIST PUB HSE,UMPH.ORG,CHRISTIAN,4500 MASSACHUSETTS AVE NW,CHURCHES,1,,PlacesofWorshipPt_216,392233.72,141328.71,,{25E3E590-EDAB-40C7-BAD9-E5508DDD481D},,,168
-8571985.5855056,4713022.4033074,UKRAINIAN CATHOLIC NATL SHRINE,UCNS-HOLYFAMILY.ORG,CHRISTIAN,4250 HAREWOOD RD NE,CHURCHES,1,,PlacesofWorshipPt_262,399700.52,141299.54,,{D9E557F0-476F-421F-AC1A-E3F738F78E93},,,169
-8574228.48181023,4713018.83341385,FIRST CHURCH 7TH DAY ADVENTIST,FIRSTSDACHURCH.ORG,CHRISTIAN,810 SHEPHERD ST NW,CHURCHES,1,,PlacesofWorshipPt_465,397953.75,141297.03,,{D2B8FC72-3A86-49A1-B1D9-E267DC77E0B5},,,170
-8573956.81535592,4712940.41043003,ISRAEL METROPOLITAN CHRISTIAN,ISRAELCME.ORG,CHRISTIAN,557 RANDOLPH ST NW,CHURCHES,1,,PlacesofWorshipPt_435,398165.31,141236.15,,{87663528-AF43-4822-92D0-73D631B4248A},,,171
-8574082.47534194,4712860.56319933,FIRST BAPTIST CHURCH,1FBC.ORG,CHRISTIAN,712 RANDOLPH ST NW,CHURCHES,1,,PlacesofWorshipPt_464,398067.43,141174.24,,{062FCB4C-4CEF-400F-BC6C-0E61CA35EA3A},,,172
-8575215.14285728,4712846.98156673,CAPITAL WESLEYAN CHURCH,WESLEYAN.ORG,CHRISTIAN,3831 14TH ST NW,CHURCHES,1,,PlacesofWorshipPt_397,397185.29,141163.97,,{525BCE48-4647-46D7-949F-5641DB0E8AF3},,,173
-8570556.28329675,4712791.8008221,Little Rock Faith Baptist,,CHRISTIAN,3926 12TH STREET NE,CHURCHES,1,29095,PlacesofWorshipPt_676,400813.68,141120.71,,{B4E59B85-EA16-4CCA-AAC4-9C30119232AC},,,174
-8571696.63874086,4712755.84605471,MARIAN FATHERS,,CHRISTIAN,3885 HAREWOOD RD NE,CHURCHES,1,,PlacesofWorshipPt_261,399925.55,141092.78,,{7C876544-9378-4893-A4C2-A90D94ECF18E},,,175
-8569955.67896224,4712725.44182944,FRANCISCAN MONASTERY,MYFRANCISCAN.ORG,CHRISTIAN,1400 QUINCY ST NE,CONVENTS & MONASTERIES,1,,PlacesofWorshipPt_249,401281.45,141069.3,,{0687D8F0-9B59-4AFB-9E36-C7299E7FE930},,,176
-8570251.30459638,4712723.87402841,MONASTERY OF THE HOLY CROSS,,CHRISTIAN,1302 QUINCY ST NE,CHURCHES,1,,PlacesofWorshipPt_326,401051.21,141068.05,,{EC93942B-7B00-4B3C-AFAC-CC3B0B35B535},,,177
-8570195.86233406,4712721.42985331,SERVANTS OF THE LORD,,CHRISTIAN,1326 QUINCY ST NE,CHURCHES,1,,PlacesofWorshipPt_299,401094.39,141066.16,,{AE5CD34C-FBA6-46A2-9230-1C4D1A61AC60},,,178
-8570345.88411746,4712715.98325849,POOR CLARES OF PERPETUAL ADRTN,,CHRISTIAN,3900 13TH ST NE,CONVENTS & MONASTERIES,1,,PlacesofWorshipPt_340,400977.55,141061.92,,{20568737-CD3C-4EF7-BC37-F2CD63CD40F4},,,179
-8573929.56343822,4712692.9867362,True Temple Missionary Baptist Church,,CHRISTIAN,617 ROCK CREEK CHURCH ROAD NW,CHURCHES,1,247811,PlacesofWorshipPt_712,398186.49,141044.23,,{4A9F5A27-DD86-41EF-B792-6C9472F3A3CF},,,180
-8575182.14747758,4712674.08202219,ABBAS HOUSE CHR-GOD-PROPHECY,ABBASHOUSECOGOP.ORG,CHRISTIAN,1371 SPRING RD NW,CHURCHES,1,,PlacesofWorshipPt_164,397210.94,141029.85,,{F3DCFB73-7366-4688-828C-FD3C8C0D4245},,,181
-8568238.38463629,4712643.52553225,SHARON BAPTIST CHURCH,,CHRISTIAN,3825 26TH ST NE,CHURCHES,1,,PlacesofWorshipPt_178,402618.94,141006.09,,{956B4D76-CD2B-41FB-A944-A35BEE8E0B65},,,182
-8578004.91076426,4712622.77109221,ADAS ISRAEL CONGREGATION,ADASISRAEL.ORG,JEWISH,2850 QUEBEC ST NW,SYNAGOGUES,1,,PlacesofWorshipPt_199,395012.47,140991.13,,{A60D4D87-2F51-4E6A-AF98-E1EB721B0E7C},,,183
-8574217.95035645,4712608.84659778,Faith Deliverance Center,,CHRISTIAN,807 ROCK CREEK CHURCH ROAD NW,CHURCHES,1,228318,PlacesofWorshipPt_696,397961.87,140979.02,,{196F3240-82F7-46DC-BE61-38DFC4F0453A},,,184
-8578200.96777422,4712543.95843758,SHAMBHALA MEDITATION CENTER OF WASHINGTON DISTRICT OF COLUMBIA,,BUDDHIST,3520 CONNECTICUT AVENUE NORTHWEST,TEMPLES,1,,PlacesofWorshipPt_723,394859.75,140930.09375,,{1F079BCD-FF23-4A95-87B8-46EC73191FEF},,,185
-8574262.89702116,4712441.11014179,Fisherman Of Men,FISHERMANOFMENCHURCH.ORG,CHRISTIAN,3641 GEORGIA AVENUE NW,CHURCHES,1,228340,PlacesofWorshipPt_617,397926.83,140848.92,,{4EBA79DE-988A-4122-BB56-443A8E455E1F},,,186
-8578065.76995309,4712418.16242691,WILLIAMS CORNER WORSHIP CTR,WILLIAMSCORNER.COM,CHRISTIAN,3435 CONNECTICUT AVE NW,CHURCHES,1,,PlacesofWorshipPt_189,394964.97,140832.45,,{01A08AD0-ECD4-4C29-BF8F-F276019DC392},,,187
-8581374.82579863,4712360.43380867,METROPOLITAN MEMORIAL UNITED METHODIST CHURCH,NATIONALCHURCH.ORG,CHRISTIAN,3401 NEBRASKA AVE NW,CHURCHES,1,,PlacesofWorshipPt_478,392387.68,140789.73,,{D8E2B4A5-8D52-4A09-9FA2-93161ABA786C},,,188
-8574254.3612719,4712352.12011741,INTERNATIONAL HOUSE-PRAYER,,CHRISTIAN,3613 GEORGIA AVE NW,CHURCHES,1,,PlacesofWorshipPt_585,397933.46,140779.89,,{B1FA98E4-C74B-4299-AAF7-B9E7B69EAF00},,,189
-8575163.56432184,4712331.8715463,GREATER TRIED STONE BAPTIST,,CHRISTIAN,1363 OTIS PL NW,CHURCHES,1,,PlacesofWorshipPt_161,397225.32,140764.4,,{E670E72D-EB14-4659-872F-D954ACB2D562},,,190
-8567722.72260904,4712315.33174572,MOUNTAIN OF FIRE MIRACLES,MFMWASHINGTONDC.ORG,CHRISTIAN,3010 RHODE ISLAND AVE NE # C,CHURCHES,1,,PlacesofWorshipPt_296,403020.65,140751.66,,{95F5F759-0FD5-4C32-BA56-D0B12C377860},,,191
-8575617.50190102,4712301.94745861,TRINITY AME ZION CHURCH,TRINITYAMEZ.ORG,CHRISTIAN,3505 16TH ST NW,CHURCHES,1,,PlacesofWorshipPt_142,396871.76,140741.32,,{583DA10C-39EE-46E7-B9B1-78A90160755A},,,192
-8570673.93273892,4712260.99760505,GUILDFIELD BAPTIST CHURCH,MAPQUEST.COM,CHRISTIAN,1023 OTIS ST NE,CHURCHES,1,,PlacesofWorshipPt_301,400722.09,140708.97,,{D7E53BBB-63B0-4212-BB06-F18CE1D3BB56},,,193
-8569359.7798317,4712200.31739562,New Light Missionary Baptist,,CHRISTIAN,3518 18TH STREET NE,CHURCHES,1,156289,PlacesofWorshipPt_692,401745.64,140662.06,,{4B534F9A-F155-40EB-9FF7-4A8F38900BE4},,,194
-8569359.24409582,4712184.33173193,Resurrection Church of God in Christ,,CHRISTIAN,3516 18TH STREET NE,CHURCHES,1,33828,PlacesofWorshipPt_673,401746.06,140649.66,,{8C96C95F-C3AE-40DD-9292-C7534C27931A},,,195
-8575580.47762756,4712148.66794377,ST STEPHEN & INCARNATION CHR,SAINTSTEPHENSDC.ORG,CHRISTIAN,1525 NEWTON ST NW,CHURCHES,1,,PlacesofWorshipPt_146,396900.55,140622.41,,{7CD15030-9269-4AE1-9371-19FDE392372B},,,196
-8571676.02604691,4712130.75750829,BASILICA-THE NATIONAL SHRINE,NATIONALSHRINE.COM,CHRISTIAN,400 MICHIGAN AVE NE,CHURCHES,1,,PlacesofWorshipPt_421,399941.6,140607.91,,{3D7C29EB-9D69-498E-8169-B974C5905520},,,197
-8575712.57215516,4712098.06763285,CANAAN BAPTIST CHURCH,CANAANBAPT.COM,CHRISTIAN,1607 MONROE ST NW,CHURCHES,1,,PlacesofWorshipPt_156,396797.65,140583.2,,{1B01CE91-142E-468F-A027-1C0F927A8F70},,,198
-8575612.65736732,4712062.95280646,TRUTHABOUTIT.NET,KYLEWEIDIE.COM,CHRISTIAN,3355 16TH ST NW,CHURCHES,1,,PlacesofWorshipPt_143,396875.46,140555.93,,{5EF12744-0196-4686-8632-157A83A71074},,,199
-8575763.76427578,4712041.64676008,SPANISH CATHOLIC CTR,CATHOLICCHARITIESDC.ORG,CHRISTIAN,1618 MONROE ST NW,CHURCHES,1,,PlacesofWorshipPt_141,396757.76,140539.45,,{2D5516F9-889D-469B-9BFC-A26263D0E7BE},,,200
-8569299.53681252,4712035.70551941,MASJID HADEETH,MAQWH.COM,ISLAMIC,3415 18TH ST NE,MOSQUES,1,,PlacesofWorshipPt_219,401792.59,140534.38,,{7FAE26EF-0B53-4A5E-8FEC-3A778E1B12F1},,,201
-8569703.69114413,4711993.40259075,St Paul Temple Church Of God,,CHRISTIAN,3420 16TH STREET NE,CHURCHES,1,289759,PlacesofWorshipPt_675,401477.81,140501.5,,{71F10643-E31C-4980-BF24-27DCA06E7A9F},,,202
-8569351.99498695,4711986.67864641,Progressive Pentecostal (Purity),,CHRISTIAN,3406 18TH STREET NE,CHURCHES,1,35162,PlacesofWorshipPt_672,401751.74,140496.34,,{6DB54BC2-F356-4F9C-B414-77CB61496F04},,,203
-8579024.06228012,4711981.91127551,CLEVELAND PARK CONGREGATIONAL,CPCCHURCH.ORG,CHRISTIAN,3400 LOWELL ST NW,CHURCHES,1,,PlacesofWorshipPt_427,394218.36,140494.56,,{AB280457-E68C-4422-BA88-1875126F806C},,,204
-8583393.41909621,4711977.24633212,SAINT DAVIDS EPISCOPAL CHURCH,STDAVIDSDC.ORG,CHRISTIAN,5150 MACOMB STREET NORTHWEST,CHURCHES,1,,PlacesofWorshipPt_721,390815.15625,140494.15625,,{E89F19EF-BBF5-480B-A17B-858F597F7024},,,205
-8570675.44769104,4711978.71306013,ST ANTHONYS CATHOLIC CHURCH,,CHRISTIAN,1029 MONROE ST NE,CHURCHES,1,,PlacesofWorshipPt_233,400720.93,140490,,{67FF2568-D56B-4E25-AD7A-B11013E8DA7D},,,206
-8569352.58871133,4711972.45967219,PURITY PENTECOSTAL MINISTRY,,CHRISTIAN,3400 18TH ST NE,CHURCHES,1,,PlacesofWorshipPt_328,401751.28,140485.31,,{90EE3823-728F-480B-8952-F224F1899F8E},,,207
-8574879.72371825,4711971.43040503,MT RONA MISSIONARY BAPTIST CHR,MTRONACHURCH.ORG,CHRISTIAN,3431 13TH ST NW,CHURCHES,1,,PlacesofWorshipPt_167,397446.3,140484.73,,{F1B839F0-7527-4924-BFA1-F2F1282A8148},,,208
-8574697.10254543,4711970.80468799,PARK ROAD COMMUNITY CHURCH,PARKROADCOMMUNITYCHURCH.ORG,CHRISTIAN,1019 PARK RD NW,CHURCHES,1,,PlacesofWorshipPt_173,397588.54,140484.2,,{3DEB3BD0-ED27-4F84-99F0-2FD77CA09B65},,,209
-8570140.51903947,4711937.82335973,Bunton Memorial CME,,CHRISTIAN,1348 LAWRENCE STREET NE,CHURCHES,1,289604,PlacesofWorshipPt_684,401137.58,140458.33,,{13D7F5A2-89B7-4CD8-86B1-1615D0836FDA},,,210
-8568400.84007252,4711926.58134263,MCKENDREE UNITED MTHDST CHR,MSBUMC.ORG,CHRISTIAN,2421 LAWRENCE ST NE,CHURCHES,1,,PlacesofWorshipPt_248,402492.59,140449.92,,{9DD865EC-443D-4B8C-ABAD-275B828B9ACE},,,211
-8569388.65194407,4711919.38141001,JONES R L AME ZION CHURCH,,CHRISTIAN,1723 LAWRENCE ST NE,CHURCHES,1,,PlacesofWorshipPt_208,401723.2,140444.13,,{A2FC5AD0-3A0D-401F-BF33-FDA717DA0D96},,,212
-8580073.2916628,4711854.66430653,CHRIST CHURCH ON EMBASSY ROW,www.REPRESENTJESUS.COM,CHRISTIAN,3855 MASSACHUSETTS AVENUE NORTHWEST,CHURCHES,1,,PlacesofWorshipPt_728,393401.0625,140396.484375,,{D9568065-7110-4C90-B3EC-1E11A9B427B5},,,213
-8579631.28275317,4711854.41750965,PROTESTANT EPISCOPAL CATHEDRAL,CATHEDRAL.ORG,CHRISTIAN,3101 WISCONSIN AVENUE NW,CHURCHES,1,,PlacesofWorshipPt_566,393745.33,140396.02,,{FE00EC58-D90E-4B23-BACE-CEE94665A4D4},,,214
-8575573.74334866,4711805.39591026,SHRINE OF THE SACRED HEART,SACREDHEARTDC.ORG,CHRISTIAN,3211 SACRED HEART WAY NORTHWEST,CHURCHES,1,,PlacesofWorshipPt_763,396905.6875,140356.125,,{C53B03CC-AF19-4BCD-A07B-8F29FF2364D1},,,215
-8570557.57894417,4711798.56014152,TRUE PENTECOSTAL CHR OF CHRIST,,CHRISTIAN,3311 12TH ST NE,CHURCHES,1,,PlacesofWorshipPt_260,400812.75,140350.26,,{B22B420E-49AC-4511-B66A-803008BF9A2D},,,216
-8575212.33919898,4711782.28100104,LA RED CHURCH,IGLESIALARED.NET,CHRISTIAN,3333 14TH ST NW,CHURCHES,1,,PlacesofWorshipPt_166,397187.18,140338.09,,{6B70B501-DF8C-4B4F-9FAF-B3A1ACDB310D},,,217
-8575357.91488489,4711776.09186304,KELSEY TEMPLE CHR-GOD IN CHRST,KELSEYTEMPLE.ORG,CHRISTIAN,1435 PARK RD NW,CHURCHES,1,,PlacesofWorshipPt_153,397073.79,140333.33,,{46C52669-5BE6-4CFD-9FE5-C63387F82A56},,,218
-8570740.9954725,4711767.13609727,IMMANUEL BIBLE ASSEMBLY,,CHRISTIAN,3303 10TH ST NE,CHURCHES,1,,PlacesofWorshipPt_206,400669.89,140325.87,,{CFB1F32F-FA43-4B53-9434-8E62DD752F26},,,219
-8568423.26927647,4711762.66475868,RISING SUN BAPTIST CHURCH,RISINGSUNDC.ORG,CHRISTIAN,3126 SOUTH DAKOTA AVE NE,CHURCHES,1,,PlacesofWorshipPt_278,402475.16,140322.76,,{48DFBABC-3F24-4917-AB50-180F146A1DA6},,,220
-8568331.8463863,4711758.66520845,PENTECOSTAL CHURCH OF GOD,,CHRISTIAN,3115 SOUTH DAKOTA AVE NE,CHURCHES,1,,PlacesofWorshipPt_294,402546.37,140319.68,,{A57E62C8-42E3-44FB-8221-4437FB856903},,,221
-8574521.11908762,4711745.77751705,Greater Harvest Baptist,,CHRISTIAN,3231 SHERMAN AVENUE NW,CHURCHES,1,242951,PlacesofWorshipPt_631,397725.56,140309.6,,{88AD75D1-D19B-443E-A399-94C74042824B},,,222
-8568525.24050593,4711741.06513067,SPIRIT OF THE LORD BAPTIST CHR,,CHRISTIAN,2385 RHODE ISLAND AVE NE,CHURCHES,1,,PlacesofWorshipPt_267,402395.74,140305.98,,{6CD9FCCF-A420-4A1A-820B-FD712500FB93},,,223
-8568761.8599632,4711729.32611101,Evangel Missionary Baptist Church,<Null>,CHRISTIAN,3200 22ND STREET NE,CHURCHES,1,39025,PlacesofWorshipPt_614,402211.44,140296.82,,{B6507F6E-66BD-45F2-8FCE-491D83D5D502},,,224
-8579491.38077486,4711724.58559174,WASHINGTON NATIONAL CATHEDRAL,NATIONALCATHEDRAL.ORG,CHRISTIAN,3101 WISCONSIN AVE NW,CHURCHES,1,,PlacesofWorshipPt_495,393854.22,140295.22,,{0E2E51AC-CC3F-4042-AB6D-173C8FBDC2D2},,,225
-8568760.44247523,4711702.02263568,Evangelical Missionary Baptist Church,,CHRISTIAN,2026 JACKSON STREET NE,CHURCHES,1,52405,PlacesofWorshipPt_690,402212.55,140275.64,,{0A6C15E2-6EC4-4C27-9A32-C6660D0EE15D},,,226
-8579918.25931532,4711686.0091777,Sikh Cultural Society - Sikh Temple,,SIKHISM,3801 MASSACHUSETTS AVENUE NW,TEMPLES,1,222174,PlacesofWorshipPt_708,393521.7,140265.56,,{42CCFDCB-DAF7-4D3C-8C05-B6BE145D1599},,,227
-8580041.01022576,4711672.02402154,ANNUNCIATION CATHOLIC CHURCH,ANNUNCIATIONDC.ORG,CHRISTIAN,3810 MASSACHUSETTS AVENUE NW,CHURCHES,1,263608,PlacesofWorshipPt_686,393426.08,140254.79,,{F1EADD5A-D465-47A3-A47B-9DA3C90E33AB},,,228
-8580151.07115424,4711651.87338339,CHURCH OF THE ANNUNCIATION,<Null>,CHRISTIAN,3125 39TH ST NW,CHURCHES,1,,PlacesofWorshipPt_411,393340.34,140239.23,,{17097CA0-01D6-4CFC-90A0-8F6FECD8B7DF},,,229
-8575722.94434221,4711648.71591139,Meridan Hill Baptist,http://meridianhill.tripod.com/,CHRISTIAN,3146 16TH STREET NW,CHURCHES,1,236414,PlacesofWorshipPt_669,396789.43,140234.63,,{4A8A5F1B-CAEB-4C1B-AAFA-62881B4DB153},,,230
-8568721.9910402,4711610.46062161,NEW COVENANT CHURCH,,CHRISTIAN,2119 RHODE ISLAND AVE NE,CHURCHES,1,,PlacesofWorshipPt_269,402242.52,140204.62,,{6E036D5F-38FA-424A-8513-2EF4ADB47FB1},,,231
-8568905.93522635,4711582.80888988,OASIS COMMUNITY PARTNERS,,CHRISTIAN,2006 RHODE ISLAND AVE NE,CHURCHES,1,,PlacesofWorshipPt_565,402099.25,140183.13,,{B4089C6F-4508-4759-BFAF-F8E56440DA80},,,232
-8569503.70607698,4711582.46053873,CONCORD BAPTIST CHURCH,,CHRISTIAN,3108 17TH ST NE,CHURCHES,1,,PlacesofWorshipPt_318,401633.64,140182.75,,{1261596C-311B-43DA-84A9-C78BEAE771F2},,,233
-8579644.07104453,4711573.7489565,SAINT ALBANS EPISCOPAL CHURCH,STALBANSDC.ORG,CHRISTIAN,3001 WISCONSIN AVENUE NORTHWEST,CHURCHES,1,,PlacesofWorshipPt_727,393735.1875,140178.296875,,{9BA4DDEC-64AB-4832-8390-4D0000A7590F},,,234
-8570494.37308995,4711569.64915963,GRACE UNITED BAPTIST CHURCH,,CHRISTIAN,1219 JACKSON ST NE,CHURCHES,1,,PlacesofWorshipPt_288,400862,140172.69,,{A9F5E8DE-A3B1-423A-909D-26D18AAFA079},,,235
-8570650.74656913,4711554.18321791,GUIDING STAR BAPTIST CHURCH,GUIDINGSTARBAPTIST.ORG,CHRISTIAN,1025 JACKSON ST NE,CHURCHES,1,,PlacesofWorshipPt_300,400740.2,140160.68,,{03DD0DAA-2A60-48AD-AA45-77E454363414},,,236
-8568784.15949208,4711547.50655335,Daughter Of Zion Baptist,,CHRISTIAN,2964 MILLS AVENUE NE,CHURCHES,1,42596,PlacesofWorshipPt_688,402194.11,140155.77,,{52D4F52B-3EC6-4EA7-9412-D4DFFEA3015A},,,237
-8569566.70115837,4711546.78397497,CHURCH OF OUR SAVIOUR,,CHRISTIAN,1616 IRVING STREET NORTHEAST,CHURCHES,1,,PlacesofWorshipPt_738,401584.59375,140155.0625,,{7902DABE-35EE-4EEE-BC11-AFCC0230CDDB},,,238
-8569333.90285511,4711533.5421204,CAPITOL TEMPLE CHR-GOD,,CHRISTIAN,3100 18TH ST NE,CHURCHES,1,,PlacesofWorshipPt_217,401765.91,140144.83,,{C00D062D-ECB9-4CDA-8BC7-EA0162A63E79},,,239
-8568871.15320779,4711516.01381492,SAINT FRANCIS DE SALES CATHOLIC CHURCH,,CHRISTIAN,2015 RHODE ISLAND AVENUE NORTHEAST,CHURCHES,1,,PlacesofWorshipPt_773,402126.34375,140131.328125,,{B745FC73-27C0-4E65-9BB3-AD9F8F98DEE5},,,240
-8570011.51601806,4711511.8342978,BROOKLAND UNION BAPTIST CHURCH,BROOKLANDUNIONBAPTIST.ORG,CHRISTIAN,3101 14TH ST NE,CHURCHES,1,,PlacesofWorshipPt_218,401238.11,140127.89,,{320A09AD-0714-43C7-BCAA-BF603CBC608F},,,241
-8574941.78410199,4711491.72341819,SOUTHWEST CHURCH OF CHRIST,13THSTCOC.WORDPRESS.COM,CHRISTIAN,3100 13TH ST NW,CHURCHES,1,,PlacesofWorshipPt_140,397397.84,140112.62,,{B0CA40FD-FFD2-40A3-86C3-3CC0EA8E88EF},,,242
-8567382.81754694,4711466.27217078,DEBRE MEHERET ST MICHAEL'S,,CHRISTIAN,3010 EARL PL NE,CHURCHES,1,,PlacesofWorshipPt_339,403285.66,140093.13,,{E27CF3DA-A529-43EF-A0D8-DF3E2C131DFA},,,243
-8569254.73813439,4711436.03185304,PLEASANT GROVE BAPTIST CHURCH,,CHRISTIAN,1800 HAMLIN ST NE,CHURCHES,1,,PlacesofWorshipPt_265,401827.59,140069.2,,{7614C6C2-5F94-4B8D-BF41-4E516B251F0D},,,244
-8569096.36716387,4711376.41362927,INTERNATIONAL HOUSE OF PRAYER,,CHRISTIAN,1915 RHODE ISLAND AVE NE,CHURCHES,1,,PlacesofWorshipPt_354,401950.96,140022.98,,{5EC3609E-864B-4BE9-A559-566D12BCCE11},,,245
